5;5;5;5;21.708955223880597;1810.6965174129352
5;5;5;15;4.577114427860696;0.0
5;5;5;25;2.3134328358208953;0.0
5;5;5;35;1.6666666666666667;0.0
5;5;5;45;1.2935323383084578;0.0
5;5;5;55;0.945273631840796;0.0
5;5;5;65;0.6965174129353234;0.0
5;5;5;75;0.572139303482587;0.0
5;5;5;85;0.472636815920398;0.0
5;5;5;95;0.29850746268656714;0.0
5;5;15;5;31.248756218905474;6379.104477611941
5;5;15;15;9.865671641791044;36.069651741293534
5;5;15;25;8.333333333333334;0.0
5;5;15;35;7.313432835820896;0.0
5;5;15;45;7.014925373134329;0.0
5;5;15;55;6.7164179104477615;0.0
5;5;15;65;6.218905472636816;0.0
5;5;15;75;5.746268656716418;0.0
5;5;15;85;5.0;0.0
5;5;15;95;2.5621890547263684;0.0
5;5;25;5;22.03233830845771;968.6567164179105
5;5;25;15;15.559701492537313;425.62189054726366
5;5;25;25;15.097014925373134;812.9353233830846
5;5;25;35;12.512437810945274;0.0
5;5;25;45;10.835820895522389;29.850746268656717
5;5;25;55;9.800995024875622;25.621890547263682
5;5;25;65;8.507462686567164;0.0
5;5;25;75;8.592039800995025;28.855721393034827
5;5;25;85;7.890547263681592;9.950248756218905
5;5;25;95;4.900497512437811;0.0
5;5;35;5;42.26865671641791;36576.119402985074
5;5;35;15;22.345771144278608;2281.8407960199006
5;5;35;25;19.572139303482587;644.5273631840796
5;5;35;35;17.80597014925373;366.6666666666667
5;5;35;45;14.654228855721392;149.00497512437812
5;5;35;55;13.109452736318408;0.0
5;5;35;65;11.092039800995025;47.014925373134325
5;5;35;75;12.2636815920398;0.0
5;5;35;85;8.18407960199005;0.0
5;5;35;95;5.422885572139304;0.0
5;5;45;5;35.833333333333336;18587.81094527363
5;5;45;15;26.00497512437811;323.6318407960199
5;5;45;25;23.70646766169154;403.7313432835821
5;5;45;35;22.129353233830845;15.92039800995025
5;5;45;45;19.054726368159205;28.109452736318406
5;5;45;55;15.597014925373134;7.711442786069652
5;5;45;65;15.810945273631841;5.970149253731344
5;5;45;75;11.965174129353233;0.0
5;5;45;85;14.029850746268657;0.0
5;5;45;95;9.626865671641792;54.22885572139303
5;5;55;5;39.875621890547265;15270.646766169155
5;5;55;15;29.18407960199005;1333.084577114428
5;5;55;25;29.00497512437811;4706.7164179104475
5;5;55;35;25.559701492537314;1131.8407960199006
5;5;55;45;23.64676616915423;197.51243781094527
5;5;55;55;20.621890547263682;288.8059701492537
5;5;55;65;17.0273631840796;211.6915422885572
5;5;55;75;15.218905472636816;93.78109452736318
5;5;55;85;13.077114427860696;108.95522388059702
5;5;55;95;18.27860696517413;459.452736318408
5;5;65;5;41.975124378109456;6247.014925373134
5;5;65;15;34.5771144278607;3739.8009950248756
5;5;65;25;32.68905472636816;776.8656716417911
5;5;65;35;27.878109452736318;1293.0348258706467
5;5;65;45;29.121890547263682;194.77611940298507
5;5;65;55;22.4726368159204;114.67661691542288
5;5;65;65;20.104477611940297;160.44776119402985
5;5;65;75;22.890547263681594;93.03482587064677
5;5;65;85;16.470149253731343;277.6119402985075
5;5;65;95;19.562189054726367;298.5074626865672
5;5;75;5;45.385572139303484;4747.014925373134
5;5;75;15;40.875621890547265;2515.6716417910447
5;5;75;25;38.4228855721393;799.7512437810946
5;5;75;35;31.104477611940297;417.66169154228857
5;5;75;45;29.845771144278608;185.07462686567163
5;5;75;55;27.997512437810947;108.95522388059702
5;5;75;65;29.492537313432837;113.93034825870647
5;5;75;75;26.26865671641791;280.5970149253731
5;5;75;85;19.380597014925375;101.49253731343283
5;5;75;95;22.440298507462686;235.5721393034826
5;5;85;5;50.58457711442786;10105.47263681592
5;5;85;15;41.64427860696517;2292.5373134328356
5;5;85;25;40.2363184079602;2967.1641791044776
5;5;85;35;35.67661691542288;1567.1641791044776
5;5;85;45;30.68905472636816;320.39800995024876
5;5;85;55;28.149253731343283;117.16417910447761
5;5;85;65;31.09452736318408;131.8407960199005
5;5;85;75;22.6318407960199;271.1442786069652
5;5;85;85;24.776119402985074;171.6417910447761
5;5;85;95;25.574626865671643;256.21890547263683
5;5;95;5;56.75870646766169;37109.95024875622
5;5;95;15;43.475124378109456;1055.2238805970148
5;5;95;25;36.04726368159204;861.4427860696518
5;5;95;35;36.90049751243781;239.80099502487562
5;5;95;45;31.17412935323383;363.9303482587065
5;5;95;55;31.480099502487562;124.37810945273633
5;5;95;65;28.8681592039801;313.9303482587065
5;5;95;75;35.82338308457712;162.6865671641791
5;5;95;85;25.95771144278607;151.74129353233832
5;5;95;95;34.3681592039801;332.33830845771143
5;15;5;5;37.330845771144276;21685.82089552239
5;15;5;15;7.002487562189055;6.965174129353234
5;15;5;25;5.08457711442786;16.417910447761194
5;15;5;35;3.8855721393034828;6.467661691542289
5;15;5;45;2.7686567164179103;9.45273631840796
5;15;5;55;1.9054726368159205;4.477611940298507
5;15;5;65;1.791044776119403;0.0
5;15;5;75;1.5348258706467661;17.91044776119403
5;15;5;85;0.9701492537313433;0.0
5;15;5;95;0.7960199004975125;0.0
5;15;15;5;26.676616915422887;842.2885572139304
5;15;15;15;12.313432835820896;39.0547263681592
5;15;15;25;10.783582089552239;14.925373134328359
5;15;15;35;9.962686567164178;34.82587064676617
5;15;15;45;9.087064676616915;17.412935323383085
5;15;15;55;8.917910447761194;29.850746268656717
5;15;15;65;7.552238805970149;44.776119402985074
5;15;15;75;7.231343283582089;59.701492537313435
5;15;15;85;6.731343283582089;54.72636815920398
5;15;15;95;5.298507462686567;63.18407960199005
5;15;25;5;39.43283582089552;5305.9701492537315
5;15;25;15;19.09452736318408;142.7860696517413
5;15;25;25;15.883084577114428;103.73134328358209
5;15;25;35;14.86318407960199;106.96517412935323
5;15;25;45;13.748756218905474;56.46766169154229
5;15;25;55;12.786069651741293;17.412935323383085
5;15;25;65;11.139303482587065;20.895522388059703
5;15;25;75;10.233830845771145;55.472636815920396
5;15;25;85;9.902985074626866;161.6915422885572
5;15;25;95;7.470149253731344;514.9253731343283
5;15;35;5;36.87313432835821;9447.512437810945
5;15;35;15;23.83582089552239;263.9303482587065
5;15;35;25;22.072139303482587;1037.810945273632
5;15;35;35;19.743781094527364;70.64676616915423
5;15;35;45;17.41044776119403;148.0099502487562
5;15;35;55;16.562189054726367;61.691542288557216
5;15;35;65;14.029850746268657;58.70646766169154
5;15;35;75;14.216417910447761;86.56716417910448
