%D;pD;%X;pX;pc;pt
15;25;85;75;54.0547263681592;546.1890547263681
15;25;85;85;55.656716417910445;656.0820895522388
15;25;85;95;53.791044776119406;1315.44776119403
15;25;95;5;53.5;564.5771144278607
15;25;95;15;51.843283582089555;430.4875621890547
15;25;95;25;53.15422885572139;804.4452736318408
15;25;95;35;54.6318407960199;1295.2935323383085
15;25;95;45;54.539800995024876;651.6840796019901
15;25;95;55;51.353233830845774;433.1169154228856
15;25;95;65;58.014925373134325;653.2885572139304
15;25;95;75;48.8681592039801;883.3159203980099
15;25;95;85;53.47014925373134;933.6019900497513
15;25;95;95;55.43781094527363;731.818407960199
15;35;15;5;52.22636815920398;829.3333333333334
15;35;15;15;56.78358208955224;671.0199004975125
15;35;15;25;51.00995024875622;590.5049751243781
15;35;15;35;52.58457711442786;349.26119402985074
15;35;15;45;53.69900497512438;493.4651741293532
15;35;15;55;52.5547263681592;873.4378109452737
15;35;15;65;52.06218905472637;1036.7686567164178
15;35;15;75;54.298507462686565;644.2587064676617
15;35;15;85;52.62189054726368;517.9825870646766
15;35;15;95;53.79353233830846;1110.4203980099503
15;35;25;5;54.38805970149254;437.0149253731343
15;35;25;15;54.38308457711443;2539.1492537313434
15;35;25;25;51.61691542288557;552.318407960199
15;35;25;35;58.73134328358209;1501.6094527363184
15;35;25;45;50.559701492537314;751.6318407960199
15;35;25;55;54.87810945273632;720.5124378109452
15;35;25;65;52.472636815920396;1263.370646766169
15;35;25;75;56.38059701492537;1994.226368159204
15;35;25;85;56.181592039801;596.3109452736319
15;35;25;95;51.98756218905473;822.5895522388059
15;35;35;5;54.53482587064676;647.7213930348258
15;35;35;15;52.35572139303483;436.76119402985074
15;35;35;25;50.03482587064676;417.4378109452736
15;35;35;35;52.898009950248756;980.0995024875622
15;35;35;45;53.333333333333336;749.8059701492538
15;35;35;55;52.417910447761194;963.6417910447761
15;35;35;65;52.95273631840796;637.5248756218906
15;35;35;75;52.55721393034826;1022.1890547263681
15;35;35;85;53.84577114427861;713.3557213930349
15;35;35;95;52.72636815920398;542.6268656716418
15;35;45;5;52.22636815920398;979.1218905472637
15;35;45;15;51.092039800995025;384.98258706467664
15;35;45;25;52.88308457711443;675.2388059701492
15;35;45;35;53.43283582089552;605.1442786069651
15;35;45;45;53.28606965174129;685.3930348258707
15;35;45;55;56.03482587064676;1125.0621890547263
15;35;45;65;46.61691542288557;1087.6940298507463
15;35;45;75;54.07960199004975;824.6492537313433
15;35;45;85;54.669154228855724;674.8358208955224
15;35;45;95;51.98756218905473;510.26119402985074
15;35;55;5;53.233830845771145;435.95522388059703
15;35;55;15;53.75373134328358;817.955223880597
15;35;55;25;53.54726368159204;876.8805970149253
15;35;55;35;54.42039800995025;1064.68407960199
15;35;55;45;55.3955223880597;734.2562189054727
15;35;55;55;56.56716417910448;517.7338308457712
15;35;55;65;52.84825870646766;411.1044776119403
15;35;55;75;53.743781094527364;820.7014925373135
15;35;55;85;52.72636815920398;1109.870646766169
15;35;55;95;52.80099502487562;783.6965174129353
15;35;65;5;57.82338308457712;1931.2462686567164
15;35;65;15;54.13930348258707;770.9502487562189
15;35;65;25;53.159203980099505;547.2537313432836
15;35;65;35;51.92537313432836;739.4104477611941
15;35;65;45;55.29353233830846;1361.547263681592
15;35;65;55;47.223880597014926;1254.1716417910447
15;35;65;65;52.81094527363184;884.1890547263681
15;35;65;75;56.06467661691542;815.4378109452737
15;35;65;85;51.97761194029851;968.957711442786
15;35;65;95;54.77114427860697;716.8532338308457
15;35;75;5;53.62189054726368;1329.5721393034826
15;35;75;15;52.92039800995025;372.6169154228856
15;35;75;25;53.16417910447761;612.7587064676617
15;35;75;35;53.62686567164179;1919.2164179104477
15;35;75;45;53.25373134328358;1143.2139303482586
15;35;75;55;54.691542288557216;885.5895522388059
15;35;75;65;52.43283582089552;665.9726368159204
15;35;75;75;52.17412935323383;1084.8059701492537
15;35;75;85;53.54477611940298;764.4452736318408
15;35;75;95;53.0;828.2835820895523
15;35;85;5;51.208955223880594;564.3333333333334
15;35;85;15;52.56716417910448;1067.4004975124378
15;35;85;25;59.995024875621894;765.5970149253732
15;35;85;35;51.907960199004975;991.0995024875622
15;35;85;45;52.95522388059702;1022.7213930348258
15;35;85;55;53.80348258706468;829.2313432835821
15;35;85;65;50.20398009950249;396.1318407960199
15;35;85;75;53.60696517412935;538.4950248756219
15;35;85;85;51.67910447761194;954.3681592039801
15;35;85;95;49.54726368159204;353.7562189054726
15;35;95;5;53.59950248756219;927.1442786069651
15;35;95;15;52.07213930348259;737.318407960199
15;35;95;25;52.330845771144276;980.7388059701492
15;35;95;35;56.330845771144276;1457.6169154228855
15;35;95;45;53.708955223880594;584.7338308457712
15;35;95;55;54.830845771144276;754.5895522388059
15;35;95;65;53.48009950248756;1391.318407960199
15;35;95;75;53.63681592039801;938.4601990049752
15;35;95;85;52.092039800995025;907.1268656716418
15;35;95;95;52.318407960199;1826.1044776119404
15;45;15;5;53.039800995024876;601.7935323383084
15;45;15;15;53.36318407960199;362.33084577114425
15;45;15;25;53.201492537313435;1323.7462686567164
15;45;15;35;52.818407960199;1277.0273631840796
15;45;15;45;52.44776119402985;784.8009950248756
15;45;15;55;54.78606965174129;562.2562189054727
15;45;15;65;52.82587064676617;586.4726368159204
15;45;15;75;48.14179104477612;536.5870646766169
15;45;15;85;53.82835820895522;1519.0820895522388
15;45;15;95;52.940298507462686;442.99751243781094
15;45;25;5;52.56218905472637;556.1865671641791
15;45;25;15;54.50995024875622;733.2462686567164
15;45;25;25;53.71890547263681;1066.0746268656717
15;45;25;35;50.8955223880597;603.9104477611941
15;45;25;45;52.024875621890544;704.3283582089553
15;45;25;55;53.417910447761194;680.5074626865671
15;45;25;65;55.79601990049751;1499.141791044776
15;45;25;75;52.81094527363184;560.7487562189054
15;45;25;85;52.78358208955224;673.9601990049752
15;45;25;95;51.004975124378106;661.4179104477612
15;45;35;5;54.51243781094527;408.37064676616916
15;45;35;15;56.00248756218905;385.47014925373134
15;45;35;25;54.53731343283582;475.3532338308458
15;45;35;35;53.29353233830846;1579.7363184079602
15;45;35;45;54.48009950248756;778.1517412935324
15;45;35;55;51.61194029850746;503.14179104477614
15;45;35;65;52.50248756218905;808.2089552238806
15;45;35;75;53.656716417910445;785.3333333333334
15;45;35;85;53.42039800995025;524.8930348258707
15;45;35;95;51.353233830845774;471.8880597014925
15;45;45;5;62.6044776119403;842.9900497512438
15;45;45;15;53.90547263681592;1047.4427860696517
15;45;45;25;56.49004975124378;1323.7512437810944
15;45;45;35;53.84825870646766;1104.7189054726368
15;45;45;45;52.440298507462686;1071.186567164179
15;45;45;55;58.16169154228856;1837.0646766169154
15;45;45;65;55.56218905472637;682.6915422885572
15;45;45;75;53.007462686567166;476.5149253731343
15;45;45;85;51.2363184079602;512.4253731343283
15;45;45;95;56.614427860696516;862.7064676616916
15;45;55;5;52.507462686567166;359.9502487562189
15;45;55;15;54.08955223880597;524.1716417910447
15;45;55;25;55.308457711442784;649.5646766169154
15;45;55;35;51.507462686567166;797.7835820895523
15;45;55;45;51.853233830845774;338.09452736318406
15;45;55;55;54.027363184079604;1113.4228855721392
15;45;55;65;53.069651741293534;820.1044776119403
15;45;55;75;55.99751243781095;1234.363184079602
15;45;55;85;52.10696517412935;1168.0199004975125
15;45;55;95;55.02985074626866;736.1865671641791
15;45;65;5;51.20398009950249;1174.9452736318408
15;45;65;15;52.982587064676615;443.5547263681592
15;45;65;25;52.21890547263681;1117.3258706467661
15;45;65;35;52.30348258706468;517.3084577114428
15;45;65;45;53.385572139303484;465.8756218905473
15;45;65;55;54.48756218905473;454.64925373134326
15;45;65;65;51.10945273631841;429.5771144278607
15;45;65;75;54.6318407960199;948.7786069651742
15;45;65;85;53.475124378109456;712.8109452736319
15;45;65;95;53.55223880597015;928.636815920398
15;45;75;5;56.14179104477612;502.78109452736317
15;45;75;15;54.33830845771144;920.3980099502487
15;45;75;25;53.70646766169154;592.5248756218906
15;45;75;35;51.5771144278607;816.7363184079602
15;45;75;45;52.61940298507463;381.9950248756219
15;45;75;55;57.29601990049751;834.7388059701492
15;45;75;65;52.26865671641791;858.3905472636816
15;45;75;75;56.18905472636816;744.6318407960199
15;45;75;85;51.559701492537314;616.6567164179105
15;45;75;95;54.41044776119403;519.4452736318408
15;45;85;5;48.385572139303484;1090.6169154228855
15;45;85;15;55.039800995024876;526.6293532338309
15;45;85;25;52.91044776119403;828.226368159204
15;45;85;35;53.31094527363184;474.8358208955224
15;45;85;45;52.63930348258707;505.2860696517413
15;45;85;55;57.62935323383085;746.0099502487562
15;45;85;65;52.24626865671642;892.8731343283582
15;45;85;75;55.101990049751244;1098.3980099502487
15;45;85;85;50.91044776119403;761.0223880597015
15;45;85;95;54.62189054726368;1199.6691542288556
15;45;95;5;51.985074626865675;711.2313432835821
15;45;95;15;56.25870646766169;1911.3507462686566
15;45;95;25;54.26119402985075;1375.3258706467661
15;45;95;35;53.77114427860697;955.8830845771145
15;45;95;45;54.4452736318408;548.5248756218906
15;45;95;55;52.2636815920398;941.9253731343283
15;45;95;65;54.691542288557216;721.9626865671642
15;45;95;75;53.39303482587065;491.8731343283582
15;45;95;85;56.21641791044776;1002.455223880597
15;45;95;95;51.76865671641791;1108.7189054726368
15;55;15;5;54.181592039801;726.7089552238806
15;55;15;15;52.22885572139303;954.6293532338309
15;55;15;25;53.12189054726368;674.1069651741293
15;55;15;35;53.659203980099505;967.2910447761194
15;55;15;45;50.43283582089552;534.6616915422885
15;55;15;55;54.93283582089552;1089.3830845771145
15;55;15;65;53.53233830845771;798.5074626865671
15;55;15;75;54.75870646766169;404.55721393034827
15;55;15;85;54.08955223880597;1000.4800995024875
15;55;15;95;53.6865671641791;364.52985074626866
15;55;25;5;53.38059701492537;1138.3955223880596
15;55;25;15;55.90547263681592;566.8407960199005
15;55;25;25;53.72139303482587;1229.3432835820895
15;55;25;35;52.31592039800995;410.67661691542287
15;55;25;45;51.708955223880594;438.3880597014925
15;55;25;55;54.559701492537314;933.7835820895523
15;55;25;65;52.70398009950249;771.9253731343283
15;55;25;75;54.450248756218905;989.0845771144278
15;55;25;85;51.898009950248756;522.7388059701492
15;55;25;95;53.539800995024876;577.276119402985
15;55;35;5;51.44278606965174;486.0223880597015
15;55;35;15;50.343283582089555;410.42537313432837
15;55;35;25;55.0547263681592;653.9353233830846
15;55;35;35;54.39054726368159;1239.6069651741293
15;55;35;45;52.75124378109453;666.6492537313433
15;55;35;55;54.54726368159204;508.09452736318406
15;55;35;65;54.64427860696517;1366.0696517412935
15;55;35;75;54.04228855721393;1096.3432835820895
15;55;35;85;52.940298507462686;718.2388059701492
15;55;35;95;55.6044776119403;554.636815920398
15;55;45;5;52.81592039800995;1819.773631840796
15;55;45;15;52.35820895522388;666.7164179104477
15;55;45;25;51.539800995024876;588.8731343283582
15;55;45;35;56.59950248756219;688.4850746268656
15;55;45;45;53.26865671641791;433.34328358208955
15;55;45;55;51.94278606965174;827.2313432835821
15;55;45;65;53.29353233830846;883.4527363184079
15;55;45;75;54.17910447761194;502.6194029850746
15;55;45;85;52.40049751243781;440.1243781094527
15;55;45;95;53.134328358208954;545.0746268656717
15;55;55;5;53.69900497512438;584.8706467661691
15;55;55;15;54.94776119402985;900.9950248756219
15;55;55;25;52.35572139303483;613.3009950248756
15;55;55;35;57.308457711442784;1299.186567164179
15;55;55;45;55.36318407960199;598.6965174129353
15;55;55;55;52.992537313432834;797.002487562189
15;55;55;65;53.09950248756219;1018.2587064676617
15;55;55;75;54.027363184079604;569.818407960199
15;55;55;85;55.276119402985074;385.17164179104475
15;55;55;95;52.41044776119403;654.7810945273632
15;55;65;5;53.97014925373134;641.7437810945273
15;55;65;15;53.43283582089552;843.6019900497513
15;55;65;25;52.211442786069654;1080.9502487562188
15;55;65;35;53.5771144278607;719.0199004975125
15;55;65;45;51.61194029850746;1329.6019900497513
15;55;65;55;52.49004975124378;945.9875621890548
15;55;65;65;52.43781094527363;428.4378109452736
15;55;65;75;55.4228855721393;580.2910447761194
15;55;65;85;54.027363184079604;512.9328358208955
15;55;65;95;53.124378109452735;788.8034825870647
15;55;75;5;52.24875621890547;1313.3283582089553
15;55;75;15;50.87313432835821;469.62189054726366
15;55;75;25;53.039800995024876;852.3059701492538
15;55;75;35;52.472636815920396;686.1666666666666
15;55;75;45;52.233830845771145;386.5970149253731
15;55;75;55;52.430348258706466;713.0373134328358
15;55;75;65;54.61194029850746;629.4228855721393
15;55;75;75;51.09452736318408;464.30348258706465
15;55;75;85;52.21393034825871;1261.870646766169
15;55;75;95;53.681592039801;403.0074626865672
15;55;85;5;50.791044776119406;491.9651741293532
15;55;85;15;53.256218905472636;1065.3731343283582
15;55;85;25;52.58457711442786;477.7139303482587
15;55;85;35;53.8134328358209;515.6716417910447
15;55;85;45;50.582089552238806;892.9626865671642
15;55;85;55;55.19900497512438;1027.278606965174
15;55;85;65;53.21890547263681;585.4427860696518
15;55;85;75;52.614427860696516;1192.2587064676618
15;55;85;85;54.38308457711443;1167.9626865671642
15;55;85;95;51.45771144278607;657.1119402985074
15;55;95;5;51.91044776119403;686.6144278606965
15;55;95;15;52.00248756218905;684.3905472636816
15;55;95;25;53.87313432835821;616.8457711442786
15;55;95;35;54.711442786069654;777.6915422885572
15;55;95;45;52.333333333333336;930.2437810945273
15;55;95;55;53.950248756218905;426.6641791044776
15;55;95;65;53.50248756218905;583.3880597014926
15;55;95;75;51.972636815920396;632.0298507462686
15;55;95;85;53.76119402985075;694.4776119402985
15;55;95;95;53.898009950248756;945.997512437811
15;65;15;5;51.44278606965174;571.7437810945273
15;65;15;15;53.450248756218905;975.3059701492538
15;65;15;25;50.24626865671642;711.9278606965174
15;65;15;35;55.05721393034826;1022.5497512437811
15;65;15;45;52.56218905472637;392.3756218905473
15;65;15;55;53.58457711442786;1124.6716417910447
15;65;15;65;51.67164179104478;474.52487562189054
15;65;15;75;45.353233830845774;1047.9427860696517
15;65;15;85;54.656716417910445;1225.7363184079602
15;65;15;95;52.507462686567166;1131.8905472636816
15;65;25;5;51.475124378109456;425.1940298507463
15;65;25;15;53.75124378109453;522.5323383084577
15;65;25;25;53.898009950248756;811.1517412935324
15;65;25;35;51.69651741293532;597.4353233830846
15;65;25;45;54.67910447761194;427.30845771144277
15;65;25;55;55.11691542288557;2889.5124378109454
15;65;25;65;52.74129353233831;983.3283582089553
15;65;25;75;53.06716417910448;592.2139303482587
15;65;25;85;52.47014925373134;433.0124378109453
15;65;25;95;54.80597014925373;490.9950248756219
15;65;35;5;56.0;1157.1442786069651
15;65;35;15;55.85572139303483;1052.9726368159204
15;65;35;25;54.833333333333336;847.1741293532339
15;65;35;35;53.492537313432834;660.2860696517413
15;65;35;45;51.33830845771144;590.0323383084577
15;65;35;55;51.5;561.9029850746268
15;65;35;65;56.48009950248756;2298.741293532338
15;65;35;75;54.3955223880597;697.7686567164179
15;65;35;85;56.05721393034826;1142.9253731343283
15;65;35;95;55.17661691542288;558.0199004975125
15;65;45;5;49.54228855721393;994.6890547263681
15;65;45;15;54.74129353233831;845.2313432835821
15;65;45;25;53.808457711442784;499.8681592039801
15;65;45;35;53.101990049751244;436.1467661691542
15;65;45;45;52.843283582089555;381.46019900497515
15;65;45;55;50.830845771144276;426.4651741293532
15;65;45;65;56.069651741293534;1493.0348258706467
15;65;45;75;51.669154228855724;741.5223880597015
15;65;45;85;55.318407960199;546.8681592039801
15;65;45;95;53.995024875621894;778.8407960199005
15;65;55;5;50.417910447761194;385.7512437810945
15;65;55;15;52.36318407960199;547.997512437811
15;65;55;25;53.7636815920398;1213.4253731343283
15;65;55;35;54.733830845771145;720.6467661691543
15;65;55;45;53.74129353233831;1520.7611940298507
15;65;55;55;54.62189054726368;724.726368159204
15;65;55;65;54.450248756218905;517.7611940298508
15;65;55;75;50.776119402985074;1059.5074626865671
15;65;55;85;52.36318407960199;861.1567164179105
15;65;55;95;53.88805970149254;575.2910447761194
15;65;65;5;55.656716417910445;1231.460199004975
15;65;65;15;52.55223880597015;568.8905472636816
15;65;65;25;51.17910447761194;531.0323383084577
15;65;65;35;53.70398009950249;762.863184079602
15;65;65;45;53.75373134328358;578.6840796019901
15;65;65;55;54.159203980099505;715.092039800995
15;65;65;65;52.59701492537314;954.4776119402985
15;65;65;75;50.42039800995025;659.7910447761194
15;65;65;85;54.44776119402985;613.863184079602
15;65;65;95;53.733830845771145;729.8308457711443
15;65;75;5;55.159203980099505;395.38557213930346
15;65;75;15;54.34577114427861;438.32089552238807
15;65;75;25;53.54228855721393;979.6094527363184
15;65;75;35;54.818407960199;449.2985074626866
15;65;75;45;52.35572139303483;1107.5149253731342
15;65;75;55;54.1044776119403;1166.1666666666667
15;65;75;65;53.014925373134325;709.0348258706467
15;65;75;75;52.77114427860697;543.776119402985
15;65;75;85;53.007462686567166;928.4825870646766
15;65;75;95;51.30348258706468;979.8980099502487
15;65;85;5;53.039800995024876;984.1417910447761
15;65;85;15;54.06467661691542;1122.0572139303483
15;65;85;25;53.08706467661692;372.12935323383084
15;65;85;35;53.666666666666664;646.1343283582089
15;65;85;45;52.28358208955224;474.10199004975124
15;65;85;55;53.840796019900495;957.4303482587064
15;65;85;65;52.17412935323383;596.4328358208955
15;65;85;75;52.41293532338308;436.4950248756219
15;65;85;85;53.7363184079602;519.5199004975125
15;65;85;95;52.32835820895522;502.75373134328356
15;65;95;5;53.04726368159204;505.410447761194
15;65;95;15;55.385572139303484;481.6741293532338
15;65;95;25;52.69402985074627;473.1865671641791
15;65;95;35;51.7363184079602;764.2487562189054
15;65;95;45;54.17412935323383;530.6044776119403
15;65;95;55;52.1865671641791;994.1019900497513
15;65;95;65;53.524875621890544;501.3681592039801
15;65;95;75;53.93283582089552;1785.4253731343283
15;65;95;85;53.82089552238806;720.9278606965174
15;65;95;95;54.33830845771144;454.49004975124376
15;75;15;5;52.71393034825871;1048.2363184079602
15;75;15;15;54.98009950248756;522.9825870646766
15;75;15;25;52.69900497512438;600.5298507462686
15;75;15;35;53.42039800995025;535.5796019900497
15;75;15;45;52.756218905472636;444.6517412935323
15;75;15;55;55.56716417910448;800.4253731343283
15;75;15;65;53.6044776119403;1697.7014925373135
15;75;15;75;51.308457711442784;782.3830845771145
15;75;15;85;53.691542288557216;585.1019900497513
15;75;15;95;53.71641791044776;410.4303482587065
15;75;25;5;51.365671641791046;726.4353233830846
15;75;25;15;53.60945273631841;1004.0721393034826
15;75;25;25;51.233830845771145;829.5223880597015
15;75;25;35;54.22636815920398;1353.278606965174
15;75;25;45;54.04228855721393;1052.2462686567164
15;75;25;55;53.114427860696516;534.2313432835821
15;75;25;65;53.169154228855724;566.3358208955224
15;75;25;75;52.14179104477612;1145.5820895522388
15;75;25;85;55.681592039801;803.2462686567164
15;75;25;95;56.36318407960199;1062.7139303482586
15;75;35;5;52.86318407960199;1104.823383084577
15;75;35;15;53.23134328358209;879.8880597014926
15;75;35;25;55.14179104477612;665.9651741293533
15;75;35;35;52.26119402985075;742.2089552238806
15;75;35;45;53.04477611940298;761.6641791044776
15;75;35;55;55.64179104477612;670.8258706467661
15;75;35;65;55.26119402985075;700.4950248756219
15;75;35;75;56.659203980099505;1352.5696517412935
15;75;35;85;51.46517412935324;478.18905472636817
15;75;35;95;53.885572139303484;1733.7363184079602
15;75;45;5;54.05223880597015;866.3109452736319
15;75;45;15;53.818407960199;682.5149253731344
15;75;45;25;52.223880597014926;492.33084577114425
15;75;45;35;54.853233830845774;791.0995024875622
15;75;45;45;52.28109452736319;851.6243781094528
15;75;45;55;53.77114427860697;503.90796019900495
15;75;45;65;52.276119402985074;658.2288557213931
15;75;45;75;54.53482587064676;436.589552238806
15;75;45;85;53.524875621890544;850.4203980099503
15;75;45;95;54.288557213930346;1444.141791044776
15;75;55;5;54.007462686567166;884.592039800995
15;75;55;15;54.67164179104478;387.97014925373134
15;75;55;25;52.22636815920398;492.36567164179104
15;75;55;35;53.43283582089552;781.3681592039801
15;75;55;45;56.43532338308458;2123.945273631841
15;75;55;55;56.049751243781095;446.6044776119403
15;75;55;65;53.208955223880594;656.9378109452737
15;75;55;75;53.45273631840796;613.1467661691543
15;75;55;85;51.09452736318408;649.7189054726368
15;75;55;95;53.57213930348259;988.9925373134329
15;75;65;5;54.7636815920398;498.67910447761193
15;75;65;15;52.9228855721393;450.4776119402985
15;75;65;25;48.582089552238806;938.0621890547263
15;75;65;35;52.472636815920396;1251.5621890547263
15;75;65;45;54.45771144278607;1637.6268656716418
15;75;65;55;53.223880597014926;429.0547263681592
15;75;65;65;54.59950248756219;1384.6442786069651
15;75;65;75;53.243781094527364;516.7810945273632
15;75;65;85;54.30348258706468;1421.6144278606964
15;75;65;95;52.975124378109456;481.7014925373134
15;75;75;5;53.68407960199005;440.89303482587064
15;75;75;15;51.559701492537314;744.7388059701492
15;75;75;25;53.50248756218905;572.6492537313433
15;75;75;35;52.69900497512438;488.23383084577114
15;75;75;45;53.00995024875622;462.10199004975124
15;75;75;55;52.71393034825871;1004.1542288557214
15;75;75;65;54.2363184079602;584.2910447761194
15;75;75;75;55.42039800995025;497.728855721393
15;75;75;85;58.06467661691542;1463.8930348258707
15;75;75;95;50.83830845771144;1327.3283582089553
15;75;85;5;52.524875621890544;794.5572139303482
15;75;85;15;52.485074626865675;542.3880597014926
15;75;85;25;54.45771144278607;540.2089552238806
15;75;85;35;52.166666666666664;788.2462686567164
15;75;85;45;54.169154228855724;853.3034825870647
15;75;85;55;53.559701492537314;491.4800995024876
15;75;85;65;53.308457711442784;540.6268656716418
15;75;85;75;55.69900497512438;1658.176616915423
15;75;85;85;55.788557213930346;1612.7611940298507
15;75;85;95;52.43781094527363;574.2711442786069
15;75;95;5;51.69402985074627;422.0621890547264
15;75;95;15;51.475124378109456;605.955223880597
15;75;95;25;53.19900497512438;487.80348258706465
15;75;95;35;52.69651741293532;809.9029850746268
15;75;95;45;52.756218905472636;392.7860696517413
15;75;95;55;52.88805970149254;400.0149253731343
15;75;95;65;51.865671641791046;697.3781094527363
15;75;95;75;54.223880597014926;842.7139303482587
15;75;95;85;52.592039800995025;1487.0572139303483
15;75;95;95;52.492537313432834;623.2213930348258
15;85;15;5;50.460199004975124;447.0721393034826
15;85;15;15;53.58955223880597;797.4900497512438
15;85;15;25;52.569651741293534;555.1691542288557
15;85;15;35;51.8955223880597;707.2810945273632
15;85;15;45;54.61194029850746;1065.6044776119404
15;85;15;55;54.440298507462686;1494.8731343283582
15;85;15;65;51.79601990049751;538.8507462686567
15;85;15;75;52.91293532338308;435.1666666666667
15;85;15;85;54.169154228855724;753.5895522388059
15;85;15;95;54.75870646766169;1390.6716417910447
15;85;25;5;52.40049751243781;416.9452736318408
15;85;25;15;53.63930348258707;689.7388059701492
15;85;25;25;53.1318407960199;424.19651741293535
15;85;25;35;54.26119402985075;766.8955223880597
15;85;25;45;52.288557213930346;885.8756218905472
15;85;25;55;54.94776119402985;1007.3955223880597
15;85;25;65;53.514925373134325;731.6119402985074
15;85;25;75;54.01243781094527;886.3805970149253
15;85;25;85;53.582089552238806;1008.9179104477612
15;85;25;95;52.17164179104478;573.5696517412936
15;85;35;5;55.549751243781095;779.3432835820895
15;85;35;15;55.78606965174129;2445.0149253731342
15;85;35;25;55.47014925373134;1550.9228855721392
15;85;35;35;56.72636815920398;1076.9402985074628
15;85;35;45;50.84577114427861;558.4626865671642
15;85;35;55;53.582089552238806;1141.5671641791046
15;85;35;65;54.10696517412935;662.5074626865671
15;85;35;75;54.62189054726368;1441.636815920398
15;85;35;85;55.24626865671642;734.6766169154229
15;85;35;95;52.26865671641791;863.6268656716418
15;85;45;5;54.88308457711443;530.9154228855722
15;85;45;15;54.70646766169154;707.8407960199005
15;85;45;25;58.843283582089555;1115.4303482587065
15;85;45;35;56.18905472636816;965.8059701492538
15;85;45;45;54.84825870646766;1533.865671641791
15;85;45;55;53.94776119402985;704.907960199005
15;85;45;65;55.776119402985074;448.2313432835821
15;85;45;75;52.524875621890544;879.0398009950248
15;85;45;85;53.134328358208954;461.82835820895525
15;85;45;95;63.28358208955224;5195.626865671642
15;85;55;5;57.1318407960199;1533.544776119403
15;85;55;15;54.691542288557216;783.8656716417911
15;85;55;25;53.201492537313435;409.1865671641791
15;85;55;35;54.16169154228856;725.8358208955224
15;85;55;45;54.29353233830846;604.7487562189054
15;85;55;55;50.71890547263681;439.7313432835821
15;85;55;65;53.85572139303483;712.5497512437811
15;85;55;75;54.1044776119403;524.4203980099503
15;85;55;85;51.243781094527364;332.06716417910445
15;85;55;95;54.61940298507463;782.2164179104477
15;85;65;5;54.092039800995025;805.1243781094528
15;85;65;15;51.74129353233831;464.12189054726366
15;85;65;25;54.27114427860697;1052.8308457711444
15;85;65;35;55.5771144278607;1200.681592039801
15;85;65;45;53.41293532338308;595.8432835820895
15;85;65;55;53.181592039801;514.9776119402985
15;85;65;65;51.711442786069654;634.273631840796
15;85;65;75;51.669154228855724;512.2014925373135
15;85;65;85;51.353233830845774;1667.4751243781095
15;85;65;95;51.059701492537314;546.4154228855722
15;85;75;5;53.146766169154226;341.4950248756219
15;85;75;15;52.059701492537314;471.95522388059703
15;85;75;25;55.256218905472636;426.60696517412936
15;85;75;35;53.16417910447761;666.9601990049752
15;85;75;45;54.539800995024876;713.136815920398
15;85;75;55;54.34825870646766;477.5621890547264
15;85;75;65;53.45273631840796;889.8407960199005
15;85;75;75;53.23134328358209;1383.5945273631842
15;85;75;85;53.39054726368159;374.44029850746267
15;85;75;95;51.59950248756219;534.679104477612
15;85;85;5;52.95522388059702;515.0124378109452
15;85;85;15;54.25124378109453;658.8283582089553
15;85;85;25;54.25373134328358;591.5895522388059
15;85;85;35;53.017412935323385;669.9626865671642
15;85;85;45;50.72636815920398;684.8034825870647
15;85;85;55;54.05223880597015;383.47512437810946
15;85;85;65;54.52985074626866;2134.2039800995026
15;85;85;75;47.701492537313435;536.502487562189
15;85;85;85;49.634328358208954;880.6840796019901
15;85;85;95;53.92039800995025;496.33084577114425
15;85;95;5;53.48756218905473;373.82835820895525
15;85;95;15;53.14179104477612;2179.10447761194
15;85;95;25;51.65422885572139;436.3606965174129
15;85;95;35;48.8134328358209;487.1169154228856
15;85;95;45;51.49004975124378;640.4651741293533
15;85;95;55;53.39054726368159;772.9253731343283
15;85;95;65;54.32089552238806;1462.0646766169154
15;85;95;75;51.907960199004975;687.8233830845771
15;85;95;85;54.75373134328358;596.6940298507462
15;85;95;95;54.743781094527364;1079.9800995024875
15;95;15;5;55.90298507462686;1191.8930348258707
15;95;15;15;52.71641791044776;432.0074626865672
15;95;15;25;55.524875621890544;1884.05223880597
15;95;15;35;52.8955223880597;642.9676616915423
15;95;15;45;57.53731343283582;1589.5422885572139
15;95;15;55;53.94776119402985;1552.0422885572139
15;95;15;65;54.56716417910448;521.0497512437811
15;95;15;75;51.8955223880597;560.4253731343283
15;95;15;85;55.19900497512438;1224.8507462686566
15;95;15;95;56.865671641791046;1188.2860696517414
15;95;25;5;53.83582089552239;607.4004975124378
15;95;25;15;54.34577114427861;1441.6169154228855
15;95;25;25;51.776119402985074;853.7860696517413
15;95;25;35;54.17661691542288;1209.092039800995
15;95;25;45;54.092039800995025;625.407960199005
15;95;25;55;52.04477611940298;369.67661691542287
15;95;25;65;54.06467661691542;1365.733830845771
15;95;25;75;52.766169154228855;546.6343283582089
15;95;25;85;55.57960199004975;405.5348258706468
15;95;25;95;49.60945273631841;494.4452736318408
15;95;35;5;53.0547263681592;438.40796019900495
15;95;35;15;55.691542288557216;1436.1940298507463
15;95;35;25;55.26865671641791;548.002487562189
15;95;35;35;53.8681592039801;1026.44776119403
15;95;35;45;54.36318407960199;478.18905472636817
15;95;35;55;58.1865671641791;2154.3756218905473
15;95;35;65;53.91293532338308;349.6517412935323
